name,target_rva,target_size,source,notes
??1Gen_dtorv_0005e7b0@@UAE@XZ,0x0005DBE0,12,Code/gen_small/dtorsv_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtorv_0005e8f0@@UAE@XZ,0x0005DC00,8,Code/gen_small/dtorsv_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0093e860@@UAE@XZ,0x0005E960,45,Code/gen_small/dtors_009.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0005fa60@@UAE@XZ,0x0005EC20,134,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0005fe80@@UAE@XZ,0x0005F4B0,103,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x0005F5E0,59,Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/GUICallbacks/W3DControlBar.cpp,reloc-derived;call-sites=1;identity=real
??$_M_allocate_and_copy@PAUGen_t_00065800_p4cd@@@?$vector@UGen_t_00065800_p4cd@@V?$allocator@UGen_t_00065800_p4cd@@@_STL@@@_STL@@IAEPAUGen_t_00065800_p4cd@@IPAU2@0@Z,0x000656F0,94,Code/gen_small/tgrid_100.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00065a10@@UAE@XZ,0x000659E0,14,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?j_0003a17a@@YAXXZ,0x00065C80,215,Code/GameEngine/Source/Common/AIMoveAndDeleteState_onEnter_Thunk.cpp,reloc-derived;call-sites=2;identity=real
?_M_insert@?$hashtable@U?$pair@$$CBW4NameKeyType@@VDamageFX@@@_STL@@W4NameKeyType@@U?$hash@W4NameKeyType@@@rts@@U?$_Select1st@U?$pair@$$CBW4NameKeyType@@VDamageFX@@@_STL@@@2@U?$equal_to@W4NameKeyType@@@5@V?$allocator@U?$pair@$$CBW4NameKeyType@@VDamageFX@@@_STL@@@2@@_STL@@QAEAAU?$pair@$$CBW4NameKeyType@@VDamageFX@@@2@ABU32@@Z,0x000675E0,114,Code/GameEngine/Source/Common/DamageFX.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00067a30@@UAE@XZ,0x000678B0,98,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?setNameAndType@DictPair@Dict@@QAEXW4NameKeyType@@W4DataType@2@@Z,0x00068120,102,Code/GameEngine/Source/Common/Dict.cpp,reloc-derived;call-sites=2;identity=real
?releaseData@Dict@@AAEXXZ,0x000681C0,127,Code/GameEngine/Source/Common/Dict.cpp,reloc-derived;call-sites=4;identity=real
?ensureUnique@Dict@@AAEPAUDictPair@1@H_NPAU21@@Z,0x000683D0,278,Code/GameEngine/Source/Common/Dict.cpp,reloc-derived;call-sites=3;identity=real
?getAsciiString@Dict@@QBE?AVAsciiString@@W4NameKeyType@@PA_N@Z,0x00068580,96,Code/GameEngineDevice/Source/W3DDevice/GameClient/WorldHeightMap.cpp,reloc-derived;call-sites=1;identity=real
?_M_advance@?$_Deque_iterator_base@UGen_t_0006a3a0_p12cd@@@_STL@@QAEXH@Z,0x00069F00,130,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006b110@@UAE@XZ,0x0006B140,11,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006e3e0@@UAE@XZ,0x0006B690,11,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006f630@@UAE@XZ,0x0006F660,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006f6f0@@UAE@XZ,0x0006F720,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006f7b0@@UAE@XZ,0x0006F7E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006f870@@UAE@XZ,0x0006F8A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006f930@@UAE@XZ,0x0006F960,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006f9f0@@UAE@XZ,0x0006FA20,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006fab0@@UAE@XZ,0x0006FAE0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006fb70@@UAE@XZ,0x0006FBA0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006fc30@@UAE@XZ,0x0006FC60,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006fcf0@@UAE@XZ,0x0006FD20,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006fdb0@@UAE@XZ,0x0006FDE0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006fe70@@UAE@XZ,0x0006FEA0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006ff30@@UAE@XZ,0x0006FF60,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0006fff0@@UAE@XZ,0x00070020,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000700b0@@UAE@XZ,0x000700E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070170@@UAE@XZ,0x000701A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070230@@UAE@XZ,0x00070260,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000702f0@@UAE@XZ,0x00070320,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000703b0@@UAE@XZ,0x000703E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070470@@UAE@XZ,0x000704A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070530@@UAE@XZ,0x00070560,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000705f0@@UAE@XZ,0x00070620,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000706b0@@UAE@XZ,0x000706E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070770@@UAE@XZ,0x000707A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070830@@UAE@XZ,0x00070860,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000708f0@@UAE@XZ,0x00070920,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000709b0@@UAE@XZ,0x000709E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070a70@@UAE@XZ,0x00070AA0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070b30@@UAE@XZ,0x00070B60,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070bf0@@UAE@XZ,0x00070C20,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070cb0@@UAE@XZ,0x00070CE0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070d70@@UAE@XZ,0x00070DA0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070e30@@UAE@XZ,0x00070E60,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070ef0@@UAE@XZ,0x00070F20,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00070fb0@@UAE@XZ,0x00070FE0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071070@@UAE@XZ,0x000710A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071130@@UAE@XZ,0x00071160,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000711f0@@UAE@XZ,0x00071220,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000712b0@@UAE@XZ,0x000712E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071370@@UAE@XZ,0x000713A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071430@@UAE@XZ,0x00071460,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000714f0@@UAE@XZ,0x00071520,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000715b0@@UAE@XZ,0x000715E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071670@@UAE@XZ,0x000716A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071730@@UAE@XZ,0x00071760,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000717f0@@UAE@XZ,0x00071820,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000718b0@@UAE@XZ,0x000718E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071970@@UAE@XZ,0x000719A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071a30@@UAE@XZ,0x00071A60,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071af0@@UAE@XZ,0x00071B20,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071bb0@@UAE@XZ,0x00071BE0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071c70@@UAE@XZ,0x00071CA0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071d30@@UAE@XZ,0x00071D60,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071df0@@UAE@XZ,0x00071E20,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071eb0@@UAE@XZ,0x00071EE0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00071f70@@UAE@XZ,0x00071FA0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00072030@@UAE@XZ,0x00072060,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000720f0@@UAE@XZ,0x00072120,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_000721b0@@UAE@XZ,0x000721E0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00072270@@UAE@XZ,0x000722A0,89,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1GameSlot@@QAE@XZ,0x00072490,77,Code/GameEngine/Source/Common/GameSpyGameSlotDestructorThunk.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_00075d40@@UAE@XZ,0x00075D70,106,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00076c50@@UAE@XZ,0x00076C80,82,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?equal_range@?$hashtable@U?$pair@$$CBHUGen_t_000774f0_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_000774f0_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_000774f0_p12cd@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Ht_iterator@U?$pair@$$CBHUGen_t_000774f0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_000774f0_p12cd@@@_STL@@@2@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_000774f0_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_000774f0_p12cd@@@_STL@@@2@@_STL@@U12@@2@ABH@Z,0x00076F80,145,Code/gen_small/tgrid_127.cpp,reloc-derived;call-sites=1;identity=generated
?equal_range@?$hashtable@U?$pair@$$CBHUGen_t_00077510_p12cd@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_00077510_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00077510_p12cd@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Ht_iterator@U?$pair@$$CBHUGen_t_00077510_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_00077510_p12cd@@@_STL@@@2@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_00077510_p12cd@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00077510_p12cd@@@_STL@@@2@@_STL@@U12@@2@ABH@Z,0x00077040,145,Code/gen_small/tgrid_127.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00077530@@UAE@XZ,0x00077560,114,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00078d60@@UAE@XZ,0x00078D90,76,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0007ba60@@UAE@XZ,0x0007B8B0,33,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?getStaticGameLODIndex@GameLODManager@@QAEHVAsciiString@@@Z,0x0007CDB0,203,Code/GameEngine/Source/Common/GameLOD.cpp,reloc-derived;call-sites=2;identity=real
?getDynamicGameLODIndex@GameLODManager@@QAEHVAsciiString@@@Z,0x0007CFB0,203,Code/GameEngine/Source/Common/GameLOD.cpp,reloc-derived;call-sites=1;identity=real
?getAudioLODIndex@GameLODManager@@QAEHABVAsciiString@@@Z,0x0007D0C0,234,Code/GameEngine/Source/Common/GameLOD.cpp,reloc-derived;call-sites=1;identity=real
?erase@?$_Rb_tree@UGen_t_0007e090_k4@@U?$pair@$$CBUGen_t_0007e090_k4@@UGen_t_0007e090_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBUGen_t_0007e090_k4@@UGen_t_0007e090_p12cd@@@_STL@@@3@U?$less@UGen_t_0007e090_k4@@@3@V?$allocator@U?$pair@$$CBUGen_t_0007e090_k4@@UGen_t_0007e090_p12cd@@@_STL@@@3@@_STL@@QAEXU?$_Rb_tree_iterator@U?$pair@$$CBUGen_t_0007e090_k4@@UGen_t_0007e090_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBUGen_t_0007e090_k4@@UGen_t_0007e090_p12cd@@@_STL@@@2@@2@0@Z,0x0007D6B0,153,Code/gen_small/tgrid_100.cpp,reloc-derived;call-sites=1;identity=generated
??$_M_insert_dispatch@U?$_List_iterator@VAsciiString@@U?$_Const_traits@VAsciiString@@@_STL@@@_STL@@@?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@QAEXU?$_List_iterator@VAsciiString@@U?$_Nonconst_traits@VAsciiString@@@_STL@@@1@U?$_List_iterator@VAsciiString@@U?$_Const_traits@VAsciiString@@@_STL@@@1@1ABU__false_type@1@@Z,0x000801C0,75,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLLoginMenu.cpp,reloc-derived;call-sites=2;identity=real
?erase@?$_Rb_tree@UGen_t_00081ae0_k4@@U?$pair@$$CBUGen_t_00081ae0_k4@@UGen_t_00081ae0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBUGen_t_00081ae0_k4@@UGen_t_00081ae0_p12cd@@@_STL@@@3@U?$less@UGen_t_00081ae0_k4@@@3@V?$allocator@U?$pair@$$CBUGen_t_00081ae0_k4@@UGen_t_00081ae0_p12cd@@@_STL@@@3@@_STL@@QAEXU?$_Rb_tree_iterator@U?$pair@$$CBUGen_t_00081ae0_k4@@UGen_t_00081ae0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBUGen_t_00081ae0_k4@@UGen_t_00081ae0_p12cd@@@_STL@@@2@@2@0@Z,0x000816F0,153,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=1;identity=generated
?insert_unique@?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBVAsciiString@@V?$list@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@@2@@Z,0x000818B0,310,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/WOLLoginMenu.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_000844e0@@UAE@XZ,0x00084030,939,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??0GlobalData@@QAE@XZ,0x00084510,4499,Code/GameEngine/Source/Common/GlobalData_newOverride_Thunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00086410@@UAE@XZ,0x00086320,11,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00088ee0@@UAE@XZ,0x000875F0,19,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00089010@@UAE@XZ,0x00089040,19,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?_M_initialize_map@?$_Deque_base@HV?$allocator@H@_STL@@@_STL@@IAEXI@Z,0x00089190,203,Code/gen_small/tgrid_007.cpp,reloc-derived;call-sites=2;identity=real
?_M_reallocate_map@?$deque@UGen_t_00089c70_p12cd@@V?$allocator@UGen_t_00089c70_p12cd@@@_STL@@@_STL@@IAEXI_N@Z,0x00089850,367,Code/gen_small/tgrid_133.cpp,reloc-derived;call-sites=1;identity=generated
?getArgumentDataType@GameMessage@@QAEHH@Z,0x0008A380,54,Code/GameEngine/Source/Common/Recorder.cpp,reloc-derived;call-sites=2;identity=real
??0MessageStream@@QAE@XZ,0x0008A600,39,Code/GameEngine/Source/Common/GameEngine.cpp,reloc-derived;call-sites=1;identity=real
?allocArg@GameMessage@@AAEPAUArgument@1@XZ,0x0008AAE0,83,Code/GameEngine/Source/Common/System/message_stream.cpp,reloc-derived;call-sites=11;identity=real
??0?$pair@$$CBUGen_t_0008e700_k4@@UGen_t_0008e700_p12cd@@@_STL@@QAE@ABU01@@Z,0x0008E560,91,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=1;identity=generated
?findMultiplayerColorDefinitionByName@MultiplayerSettings@@QAEPAVMultiplayerColorDefinition@@VAsciiString@@@Z,0x0008E760,275,Code/GameEngine/Source/Common/INI/INIMultiplayer.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert@?$_Rb_tree@HU?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBHUGen_t_0008ec00_p12cd@@@2@0@Z,0x0008E9C0,176,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@HU?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_0008ec00_p12cd@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBHUGen_t_0008ec00_p12cd@@@2@@Z,0x0008EAA0,145,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=4;identity=generated
??0MultiplayerSettings@@QAE@XZ,0x0008EF80,205,Code/GameEngine/Source/Common/INI/INIMultiplayer.cpp,reloc-derived;call-sites=1;identity=real
??A?$map@HVMultiplayerColorDefinition@@U?$less@H@_STL@@V?$allocator@U?$pair@$$CBHVMultiplayerColorDefinition@@@_STL@@@3@@_STL@@QAEAAVMultiplayerColorDefinition@@ABH@Z,0x0008F160,188,Code/GameEngine/Source/Common/MultiplayerSettings.cpp,reloc-derived;call-sites=1;identity=real
?newMultiplayerColorDefinition@MultiplayerSettings@@QAEPAVMultiplayerColorDefinition@@VAsciiString@@@Z,0x0008F2B0,169,Code/GameEngine/Source/Common/INI/INIMultiplayer.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0008f810@@UAE@XZ,0x0008F840,14,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?keyToName@NameKeyGenerator@@QAE?AVAsciiString@@W4NameKeyType@@@Z,0x0008FD30,119,Code/GameEngine/Source/Common/RTS/PlayerTemplate.cpp,reloc-derived;call-sites=2;identity=real
??1Gen_dtor_0008ff90@@UAE@XZ,0x0008FE00,95,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?nameToLowercaseKey@NameKeyGenerator@@QAE?AW4NameKeyType@@PBD@Z,0x00090140,259,Code/GameEngine/Source/GameClient/System/Image.cpp,reloc-derived;call-sites=2;identity=real
??0OptionPreferences@@QAE@XZ,0x000904E0,92,Code/GameEngine/Source/GameClient/GUI/GUICallbacks/Menus/DifficultySelect.cpp,reloc-derived;call-sites=3;identity=real
?_M_insert@?$_Rb_tree@UGen_t_00093990_mc4@@U1@U?$_Identity@UGen_t_00093990_mc4@@@_STL@@U?$less@UGen_t_00093990_mc4@@@3@V?$allocator@UGen_t_00093990_mc4@@@3@@_STL@@AAE?AU?$_Rb_tree_iterator@UGen_t_00093990_mc4@@U?$_Nonconst_traits@UGen_t_00093990_mc4@@@_STL@@@2@PAU_Rb_tree_node_base@2@0ABUGen_t_00093990_mc4@@0@Z,0x00093670,183,Code/gen_small/fam_008.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@UGen_t_00093990_mc4@@U1@U?$_Identity@UGen_t_00093990_mc4@@@_STL@@U?$less@UGen_t_00093990_mc4@@@3@V?$allocator@UGen_t_00093990_mc4@@@3@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@UGen_t_00093990_mc4@@U?$_Nonconst_traits@UGen_t_00093990_mc4@@@_STL@@@_STL@@_N@2@ABUGen_t_00093990_mc4@@@Z,0x00093760,275,Code/gen_small/fam_008.cpp,reloc-derived;call-sites=2;identity=generated
??$__uninitialized_copy@PBUGen_t_00095d30_p8pod@@PAU1@@_STL@@YAPAUGen_t_00095d30_p8pod@@PBU1@0PAU1@ABU__false_type@0@@Z,0x00095720,45,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=1;identity=generated
??$_M_allocate_and_copy@PBUGen_t_00095d30_p8pod@@@?$vector@UGen_t_00095d30_p8pod@@V?$allocator@UGen_t_00095d30_p8pod@@@_STL@@@_STL@@IAEPAUGen_t_00095d30_p8pod@@IPBU2@0@Z,0x00095760,94,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_00096350_p8cd@@V?$allocator@UGen_t_00096350_p8cd@@@_STL@@@_STL@@IAEXPAUGen_t_00096350_p8cd@@ABU3@ABU__false_type@2@I_N@Z,0x000960A0,306,Code/gen_small/tgrid_101.cpp,reloc-derived;call-sites=1;identity=generated
?GetGameLogicRandomValueReal@@YAMMMPADH@Z,0x00096DD0,141,Code/GameEngine/Source/GameLogic/Object/Behavior/SlowDeathBehavior.cpp,reloc-derived;call-sites=5;identity=real
?writeArgument@RecorderClass@@IAEXW4GameMessageArgumentDataType@@TGameMessageArgumentType@@@Z,0x000973A0,265,Code/GameEngine/Source/Common/Recorder.cpp,reloc-derived;call-sites=1;identity=real
?isMultiplayer@RecorderClass@@QAE_NXZ,0x00097800,103,Code/GameEngine/Source/Common/RTS/Science.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00099460@@UAE@XZ,0x00099070,125,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
??0RecorderClass@@QAE@XZ,0x000993E0,103,Code/GameEngine/Source/Common/RecorderCreate.cpp,reloc-derived;call-sites=1;identity=real
?findObjectByID@GameLogic@@QAEPAVObject@@H@Z,0x0009A510,82,Code/GameEngine/Source/Common/AIEnterState_onExit_Thunk.cpp,reloc-derived;call-sites=3;identity=real
??1Gen_dtor_0009c1f0@@UAE@XZ,0x0009C1E0,11,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?_M_fill_insert@?$list@UGen_t_0009f4d0_m12cd@@V?$allocator@UGen_t_0009f4d0_m12cd@@@_STL@@@_STL@@QAEXU?$_List_iterator@UGen_t_0009f4d0_m12cd@@U?$_Nonconst_traits@UGen_t_0009f4d0_m12cd@@@_STL@@@2@IABUGen_t_0009f4d0_m12cd@@@Z,0x0009F290,65,Code/gen_small/fam_008.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0009fa30@@UAE@XZ,0x0009F7A0,103,Code/gen_small/dtors_000.cpp,reloc-derived;call-sites=1;identity=generated
?setGoalPosition@StateMachine@@QAEXPBUCoord3D@@@Z,0x000A0880,37,Code/GameEngine/Source/GameLogic/AI/AIStates.cpp,reloc-derived;call-sites=1;identity=real
